"City/Town/County","State","Lat","Long","Population","deaths","cases"
"Essex","Massachusetts",42.6687626,-70.94687179,789034,3272,256987
"Franklin","Massachusetts",42.58119713,-72.58602547,70180,198,14736
"Hampden","Massachusetts",42.13440424,-72.63235561,466372,2138,172065
"Hampshire","Massachusetts",42.33997957,-72.65898478,160830,453,39721
"Middlesex","Massachusetts",42.48607732,-71.39049229,1611699,4822,437431
"Nantucket","Massachusetts",41.2942019,-70.08774729,11399,0,0
"Norfolk","Massachusetts",42.16073095,-71.20530408,706775,2330,173673
"Out of MA","Massachusetts",0,0,0,0,0
"Plymouth","Massachusetts",41.94070556,-70.80802823,521202,1962,143587
"Suffolk","Massachusetts",42.3279514,-71.07850442,803907,2242,268158
"Unassigned","Massachusetts",0,0,0,5,201538
"Worcester","Massachusetts",42.35026951,-71.90493363,830622,3065,240708
"Alcona","Michigan",44.6846864,-83.59507875,10405,79,1933
"Alger","Michigan",46.41292944,-86.60260122,9108,19,2125
"Allegan","Michigan",42.59147037,-85.89102866,118081,404,32211
"Alpena","Michigan",45.03477666,-83.62212411,28405,161,6584
"Antrim","Michigan",44.99690221,-85.15503082,23324,76,5281
"Arenac","Michigan",44.0636262,-83.89277559,14883,88,3914
"Baraga","Michigan",46.6720582,-88.36363591,8209,62,2613
"Barry","Michigan",42.59513984,-85.30834519,61550,193,16986
"Bay","Michigan",43.70639106,-83.98731479,103126,690,31763
"Benzie","Michigan",44.63899297,-86.01608482,17766,77,4143
"Berrien","Michigan",41.95447397,-86.4131308,153401,691,42080
"Branch","Michigan",41.91600556,-85.05929476,43517,214,13520
"Calhoun","Michigan",42.24633834,-85.00493569,134159,686,42622
"Cass","Michigan",41.91522292,-85.99405727,51787,172,13133
"Charlevoix","Michigan",45.37790017,-85.19614053,26143,70,5871
"Cheboygan","Michigan",45.44787015,-84.50122149,25276,131,5802
"Chippewa","Michigan",46.29552653,-84.54353449,37349,120,10283
"Clare","Michigan",43.98794227,-84.8481986,30950,185,8182
"Clinton","Michigan",42.94400871,-84.60145248,79595,240,28166
"Crawford","Michigan",44.68255561,-84.61006219,14029,37,3200
"Delta","Michigan",45.9048491,-86.9080745,35784,191,12472
"Dickinson","Michigan",46.00999672,-87.86961634,25239,131,9390
"Eaton","Michigan",42.59599185,-84.83740035,110268,474,35077
"Emmet","Michigan",45.52625509,-84.89083249,33415,109,7617
"Federal Correctional Institution (FCI)","Michigan",0,0,0,5,329
"Genesee","Michigan",43.02244215,-83.70589709,405813,2020,125355
"Gladwin","Michigan",43.98901072,-84.38774817,25449,135,6802
"Gogebic","Michigan",46.40862701,-89.69377193,13975,78,4306
"Grand Traverse","Michigan",44.69565625,-85.55585247,93088,275,21552
"Gratiot","Michigan",43.29265605,-84.60505416,40711,211,13048
"Hillsdale","Michigan",41.88753639,-84.59312019,45605,225,12764
"Houghton","Michigan",46.89988536,-88.68495385,35684,108,9587
"Huron","Michigan",43.83353985,-83.04078453,30981,166,9757
"Ingham","Michigan",42.59716886,-84.37472069,292406,909,84928
"Ionia","Michigan",42.94502238,-85.07413319,64697,208,20016
"Iosco","Michigan",44.35486835,-83.63484895,25127,177,5696
"Iron","Michigan",46.20974132,-88.53136251,11066,101,3614
"Isabella","Michigan",43.64060976,-84.84664923,69872,238,17995
"Jackson","Michigan",42.24807035,-84.42258681,158510,645,50425
"Kalamazoo","Michigan",42.24542231,-85.53038622,265066,819,75822
"Kalkaska","Michigan",44.68512729,-85.09085699,18038,70,4512
"Kent","Michigan",43.03197711,-85.54934642,656955,1859,201888
"Keweenaw","Michigan",47.63197653,-88.41434263,2116,16,664
"Lake","Michigan",43.99050893,-85.802173,11853,42,2471
"Lapeer","Michigan",43.09052506,-83.22153148,87607,476,24350
"Leelanau","Michigan",44.94430054,-85.80150326,21761,67,4441
"Lenawee","Michigan",41.89475156,-84.06603727,98451,365,30950
"Livingston","Michigan",42.60302282,-83.91297209,191995,540,58293
"Luce","Michigan",46.47227431,-85.54471223,6229,24,1676
"Mackinac","Michigan",46.07028979,-85.04980537,10799,40,2997
"Macomb","Michigan",42.69158356,-82.92752801,873972,4613,300709
"Manistee","Michigan",44.33352407,-86.05626916,24558,107,4865
"Marquette","Michigan",46.4338914,-87.64043701,66699,170,19376
"Mason","Michigan",43.99509218,-86.24988902,29144,117,8357
"Mecosta","Michigan",43.64064262,-85.32463223,43453,129,10312
"Menominee","Michigan",45.58038692,-87.55370409,22780,85,7183
"Michigan Department of Corrections (MDOC)","Michigan",0,0,0,181,42516
"Midland","Michigan",43.64330771,-84.38804374,83156,265,23527
"Missaukee","Michigan",44.33772443,-85.09256478,15118,71,3591
"Monroe","Michigan",41.92734151,-83.53749864,150500,538,48415
"Montcalm","Michigan",43.31082541,-85.15252824,63888,247,17949
"Montmorency","Michigan",45.0275929,-84.12696227,9328,53,1998
"Muskegon","Michigan",43.29123859,-86.15176712,173566,722,48751
"Newaygo","Michigan",43.554374,-85.80070107,48980,183,13711
"Oakland","Michigan",42.66090111,-83.38595416,1257584,4563,385029
"Oceana","Michigan",43.64124435,-86.26726673,26467,106,7754
"Ogemaw","Michigan",44.33481032,-84.12725175,20997,121,5082
"Ontonagon","Michigan",46.6652262,-89.31390481,5720,45,1344
"Osceola","Michigan",43.98992088,-85.32566756,23460,99,6012
"Oscoda","Michigan",44.68192279,-84.12939244,8241,61,1696
"Otsego","Michigan",45.02085831,-84.59898295,24668,117,6790
"Ottawa","Michigan",42.95996803,-85.9969107,291830,928,87973
"Out of MI","Michigan",0,0,0,55,9333
"Presque Isle","Michigan",45.34018577,-83.91498656,12592,66,2383
"Roscommon","Michigan",44.33473082,-84.61067651,24019,130,5630
"Saginaw","Michigan",43.33433923,-84.0513121,190539,1087,61110
"Sanilac","Michigan",43.42406072,-82.82055898,41170,226,10617
"Schoolcraft","Michigan",46.19235734,-86.19972234,8094,19,2234
"Shiawassee","Michigan",42.953928,-84.14585902,68122,269,22230
"St. Clair","Michigan",42.92655373,-82.67937954,159128,947,50560
"St. Joseph","Michigan",41.91441767,-85.52797979,60964,238,16096
"Tuscola","Michigan",43.46606813,-83.41897025,52245,316,15728
"Unassigned","Michigan",0,0,0,0,29
"Van Buren","Michigan",42.25190229,-86.01939087,75677,333,20826
"Washtenaw","Michigan",42.253105,-83.83853204,367601,643,109512
"Wayne","Michigan",42.28098405,-83.281255,1749343,9107,537017
"Wexford","Michigan",44.33853602,-85.57712739,33631,129,8674
"Aitkin","Minnesota",46.60962049,-93.4116826,15886,65,3702
"Anoka","Minnesota",45.27476015,-93.24604565,356921,886,119415
"Becker","Minnesota",46.93479392,-95.67158144,34423,102,10509
"Beltrami","Minnesota",47.97373527,-94.93732139,47188,141,14406
"Benton","Minnesota",45.69804958,-93.99514135,40889,202,17064
"Big Stone","Minnesota",45.42712824,-96.41403739,4991,11,1781
"Blue Earth","Minnesota",44.03554215,-94.06699781,67653,126,21404
"Brown","Minnesota",44.24205652,-94.72562874,25008,90,7995
"Carlton","Minnesota",46.59180601,-92.67601019,35871,124,11461
"Carver","Minnesota",44.82017001,-93.8009918,105089,145,32053
"Cass","Minnesota",46.95043611,-94.32603968,29779,96,8642
"Chippewa","Minnesota",45.02343421,-95.56403693,11800,55,3828
"Chisago","Minnesota",45.5021011,-92.90861945,56579,135,17290
"Clay","Minnesota",46.89289518,-96.48761922,64222,140,23726
"Clearwater","Minnesota",47.57992111,-95.37790562,8818,32,2543
"Cook","Minnesota",47.90504893,-90.52629546,5463,6,826
"Cottonwood","Minnesota",44.00715262,-95.18138802,11196,43,3796
"Crow Wing","Minnesota",46.48096553,-94.06755609,65055,190,19391
"Dakota","Minnesota",44.67172617,-93.06299363,429021,912,137144
"Dodge","Minnesota",44.02238415,-92.86244324,20934,24,6739
"Douglas","Minnesota",45.93348491,-95.45335469,38141,140,13432
"Faribault","Minnesota",43.67381499,-93.94787458,13653,61,4474
"Fillmore","Minnesota",43.67394126,-92.08980382,21067,36,5885
"Freeborn","Minnesota",43.67385583,-93.34884422,30281,91,10580
"Goodhue","Minnesota",44.40849741,-92.7234195,46340,155,15617
"Grant","Minnesota",45.93424769,-96.01139609,5972,16,1822
"Hennepin","Minnesota",45.00761521,-93.47694895,1265843,2952,386090
"Houston","Minnesota",43.67129565,-91.49143057,18600,28,5497
"Hubbard","Minnesota",47.10778564,-94.91693868,21491,70,6122
"Isanti","Minnesota",45.56181234,-93.29487636,40596,132,11756
"Itasca","Minnesota",47.51009045,-93.63092229,45130,175,13638
"Jackson","Minnesota",43.67423373,-95.15398258,9846,22,2675
"Kanabec","Minnesota",45.9459309,-93.29275192,16337,62,4362
"Kandiyohi","Minnesota",45.1526059,-95.00586446,43199,152,15945
"Kittson","Minnesota",48.77754106,-96.78317184,4298,32,1253
"Koochiching","Minnesota",48.24539665,-93.78352843,12229,44,3717
"Lac qui Parle","Minnesota",44.9973857,-96.17488219,6623,31,2201
"Lake","Minnesota",47.64270764,-91.44557998,10641,35,2651
"Lake of the Woods","Minnesota",48.77217001,-94.90274472,3740,7,927
"Le Sueur","Minnesota",44.37136597,-93.72844721,28887,55,7498
"Lincoln","Minnesota",44.41311883,-96.26688165,5639,7,1520
"Lyon","Minnesota",44.41327865,-95.83806103,25474,82,8301
"Mahnomen","Minnesota",47.32557075,-95.80921485,5527,19,2190
"Marshall","Minnesota",48.35825983,-96.37017407,9336,25,2530
"Martin","Minnesota",43.67429718,-94.55099908,19683,76,6695
"McLeod","Minnesota",44.82367677,-94.27287017,35893,122,13049
"Meeker","Minnesota",45.12328869,-94.52839455,23222,83,7209
"Mille Lacs","Minnesota",45.93705297,-93.63236823,26277,135,8464
"Morrison","Minnesota",46.01265363,-94.27341528,33386,120,11179
"Mower","Minnesota",43.67142874,-92.75234549,40062,83,13867
"Murray","Minnesota",44.02216709,-95.76328482,8194,22,2401
"Nicollet","Minnesota",44.35291112,-94.24710352,34274,76,9889
"Nobles","Minnesota",43.67434621,-95.75329576,21629,66,8185
"Norman","Minnesota",47.32628443,-96.45620947,6375,17,1801
"Olmsted","Minnesota",44.00374114,-92.40209944,158293,230,53171
"Otter Tail","Minnesota",46.40846929,-95.70835255,58746,191,16465
"Out of MN","Minnesota",0,0,0,0,0
"Pennington","Minnesota",48.06642577,-96.0370814,14119,44,4333
"Pine","Minnesota",46.12105238,-92.74070188,29579,76,8584
"Pipestone","Minnesota",44.02301619,-96.25841142,9126,37,2408
"Polk","Minnesota",47.77372465,-96.40134647,31364,128,10695
"Pope","Minnesota",45.58606667,-95.44451209,11249,24,3984
"Ramsey","Minnesota",45.01625271,-93.09872295,550321,1544,159678
"Red Lake","Minnesota",47.87197525,-96.09561104,4055,14,1071
"Redwood","Minnesota",44.40555844,-95.25207021,15170,58,4785
"Renville","Minnesota",44.72836381,-94.94553734,14548,59,4573
"Rice","Minnesota",44.3543376,-93.29658715,66972,208,20749
"Rock","Minnesota",43.67482683,-96.25296832,9315,35,2788
"Roseau","Minnesota",48.77501878,-95.81079919,15165,48,5066
"Scott","Minnesota",44.6490231,-93.53340251,149013,295,48027
"Sherburne","Minnesota",45.44447208,-93.77617511,97238,200,31981
"Sibley","Minnesota",44.5796592,-94.23164924,14865,29,4257
"St. Louis","Minnesota",47.6048407,-92.46879855,199070,623,60656
"Stearns","Minnesota",45.55192576,-94.61078221,161075,422,61649
"Steele","Minnesota",44.02240351,-93.22627088,36649,77,12045
"Stevens","Minnesota",45.58613007,-96.00163705,9805,17,3314
"Swift","Minnesota",45.2829032,-95.68264092,9266,34,2726
"Todd","Minnesota",46.06996226,-94.89785296,24664,73,8475
"Traverse","Minnesota",45.77298854,-96.47062949,3259,12,1047
"Unassigned","Minnesota",0,0,0,421,896
"Wabasha","Minnesota",44.28424356,-92.23121312,21627,20,6678
"Wadena","Minnesota",46.58589171,-94.96968506,13682,67,5241
"Waseca","Minnesota",44.02211116,-93.58720034,18612,46,6373
"Washington","Minnesota",45.03864533,-92.88429635,262440,571,82684
"Watonwan","Minnesota",43.97823903,-94.61413846,10897,26,3458
"Wilkin","Minnesota",46.35721532,-96.4684375,6207,26,1951
"Winona","Minnesota",43.98772283,-91.78081305,50484,84,15942
"Wright","Minnesota",45.17297924,-93.96234781,138377,344,42819
"Yellow Medicine","Minnesota",44.71710183,-95.86842453,9709,33,3160
"Adams","Mississippi",31.47669768,-91.35326037,30693,153,8590
"Alcorn","Mississippi",34.88084463,-88.57996173,36953,174,12815
"Amite","Mississippi",31.17467303,-90.80501621,12297,70,3885
"Attala","Mississippi",33.08658803,-89.57838564,18174,124,6811
"Benton","Mississippi",34.81681228,-89.18945516,8259,51,2819
"Bolivar","Mississippi",33.79696941,-90.87372121,30628,194,11630
"Calhoun","Mississippi",33.93683395,-89.33686647,14361,79,5590
"Carroll","Mississippi",33.44834567,-89.91994479,9947,59,3088
"Chickasaw","Mississippi",33.91983202,-88.9481545,17103,105,7015
"Choctaw","Mississippi",33.34598242,-89.24809382,8210,36,2901
"Claiborne","Mississippi",31.97061673,-90.90702196,8988,50,2565
"Clarke","Mississippi",32.04158545,-88.6889622,15541,112,4890
"Clay","Mississippi",33.65358105,-88.77784255,19316,104,6224
"Coahoma","Mississippi",34.22772299,-90.60415045,22124,139,8205
"Copiah","Mississippi",31.86977774,-90.44565118,28065,129,9238
"Covington","Mississippi",31.63225413,-89.55389939,18636,122,8683
"DeSoto","Mississippi",34.87625235,-89.99091418,184945,593,61488
"Forrest","Mississippi",31.18961454,-89.25832496,74897,330,27523
"Franklin","Mississippi",31.47786634,-90.89672989,7713,40,2368
"George","Mississippi",30.86259065,-88.64436789,24500,92,8780
"Greene","Mississippi",31.21444233,-88.63922281,13586,61,3897
"Grenada","Mississippi",33.77036166,-89.80245083,20758,142,6443
"Hancock","Mississippi",30.41830223,-89.48851033,47632,163,14973
"Harrison","Mississippi",30.51359752,-89.12467576,208080,714,66104
"Hinds","Mississippi",32.2656285,-90.44435448,231840,859,68037
"Holmes","Mississippi",33.12345854,-90.08923538,17010,107,5247
"Humphreys","Mississippi",33.12825718,-90.52252707,8064,48,2397
"Issaquena","Mississippi",32.72531359,-90.97392828,1327,9,307
"Itawamba","Mississippi",34.27993475,-88.3606733,23390,152,9449
"Jackson","Mississippi",30.54020656,-88.64184064,143617,503,45938
"Jasper","Mississippi",32.01922104,-89.11786866,16383,86,6153
"Jefferson","Mississippi",31.73397872,-91.03764977,6990,40,1791
"Jefferson Davis","Mississippi",31.56884708,-89.8267099,11128,57,3669
"Jones","Mississippi",31.62257767,-89.168969,68098,316,26502
"Kemper","Mississippi",32.75462946,-88.64105766,9742,52,2648
"Lafayette","Mississippi",34.35687874,-89.48490961,54019,189,18938
"Lamar","Mississippi",31.20572971,-89.5077704,63343,170,22073
"Lauderdale","Mississippi",32.40419769,-88.66229662,74125,386,22120
"Lawrence","Mississippi",31.55147224,-90.10841127,12586,61,4566
"Leake","Mississippi",32.7536828,-89.52402044,22786,127,7703
"Lee","Mississippi",34.2918775,-88.68149954,85436,333,34009
"Leflore","Mississippi",33.55545125,-90.29900733,28183,183,8667
"Lincoln","Mississippi",31.53288662,-90.45391915,34153,166,10505
"Lowndes","Mississippi",33.47386518,-88.4419153,58595,258,21310
"Madison","Mississippi",32.63389156,-90.03513564,106272,353,31893
"Marion","Mississippi",31.23132643,-89.8209217,24573,152,8795
"Marshall","Mississippi",34.76216286,-89.50299462,35294,191,12052
"Monroe","Mississippi",33.89236763,-88.4808438,35252,232,13798
"Montgomery","Mississippi",33.49419589,-89.61729103,9775,83,3702
"Neshoba","Mississippi",32.75339664,-89.11726492,29118,247,12873
"Newton","Mississippi",32.40021118,-89.11843336,21018,107,7137
"Noxubee","Mississippi",33.11009499,-88.56949061,10417,52,3635
"Oktibbeha","Mississippi",33.42491685,-88.87905132,49587,173,13773
"Out of MS","Mississippi",0,0,0,0,0
"Panola","Mississippi",34.36398677,-89.95064249,34192,180,12443
"Pearl River","Mississippi",30.77090935,-89.58677275,55535,289,17821
"Perry","Mississippi",31.17161885,-88.99281835,11973,66,3754
"Pike","Mississippi",31.17507789,-90.40392572,39288,196,12832
"Pontotoc","Mississippi",34.226046,-89.03636807,32174,159,12842
"Prentiss","Mississippi",34.61810501,-88.51986294,25126,115,10252
"Quitman","Mississippi",34.25157572,-90.28908,6792,35,1835
"Rankin","Mississippi",32.26469147,-89.94537876,155271,529,47012
"Scott","Mississippi",32.4067041,-89.53789439,28124,123,7887
"Sharkey","Mississippi",32.88149103,-90.8159538,4321,28,1169
"Simpson","Mississippi",31.91282117,-89.91716179,26658,161,8673
"Smith","Mississippi",32.01744532,-89.50644846,15916,72,5063
"Stone","Mississippi",30.79187949,-89.11547539,18336,82,6731
"Sunflower","Mississippi",33.60192578,-90.58882684,25110,135,7106
"Tallahatchie","Mississippi",33.95339918,-90.1729398,13809,71,3888
"Tate","Mississippi",34.65133709,-89.94485778,28321,158,8703
"Tippah","Mississippi",34.76872156,-88.90988194,22015,117,8946
"Tishomingo","Mississippi",34.74023475,-88.23917219,19383,123,7721
"Tunica","Mississippi",34.64967704,-90.37481167,9632,50,3057
"Unassigned","Mississippi",0,0,0,0,0
"Union","Mississippi",34.49162015,-89.00776006,28815,136,11645
"Walthall","Mississippi",31.14971548,-90.10446654,14286,84,4689
"Warren","Mississippi",32.35810271,-90.83352619,45381,219,12825
"Washington","Mississippi",33.28392041,-90.94196237,43909,214,13015
"Wayne","Mississippi",31.64135687,-88.69573913,20183,91,6967
"Webster","Mississippi",33.61300486,-89.28392912,9689,76,4069
"Wilkinson","Mississippi",31.16078225,-91.31018819,8630,47,1943
"Winston","Mississippi",33.08747908,-89.03391385,17955,105,6747
"Yalobusha","Mississippi",34.02824175,-89.7076205,12108,63,4831
"Yazoo","Mississippi",32.77890365,-90.39656148,29690,118,10078
"Adair","Missouri",40.19058551,-92.60078167,25343,71,6722
"Andrew","Missouri",39.98492163,-94.80163024,17712,66,5665
"Atchison","Missouri",40.43238737,-95.42970639,5143,24,1815
"Audrain","Missouri",39.215877,-91.84242683,25388,125,6866
"Barry","Missouri",36.70978521,-93.82919888,35789,151,7963
"Barton","Missouri",37.50207671,-94.34757022,11754,56,3371
"Bates","Missouri",38.25271289,-94.34113157,16172,102,4457
"Benton","Missouri",38.29503305,-93.28756116,19443,113,5499
"Bollinger","Missouri",37.32449052,-90.02725304,12133,48,3260
"Boone","Missouri",38.99186229,-92.30723575,180463,299,53197
"Buchanan","Missouri",39.65816401,-94.80138942,87364,349,29734
"Butler","Missouri",36.71462476,-90.40421163,42478,182,12433
"Caldwell","Missouri",39.65620858,-93.98308093,9020,42,2076
"Callaway","Missouri",38.83674754,-91.92186505,44743,148,14439
"Camden","Missouri",38.02199522,-92.76083747,46305,197,10881
"Cape Girardeau","Missouri",37.38489388,-89.6843587,78871,275,23434
"Carroll","Missouri",39.42762566,-93.50626255,8679,48,2691
"Carter","Missouri",36.94160441,-90.96051322,5982,24,1761
"Cass","Missouri",38.64789422,-94.353399,105780,348,30193
"Cedar","Missouri",37.72391475,-93.85445441,14349,61,3751
"Chariton","Missouri",39.51499357,-92.9629191,7426,43,1996
"Christian","Missouri",36.9711783,-93.18537118,88595,292,24975
"Clark","Missouri",40.41040752,-91.73661677,6797,49,1922
"Clay","Missouri",39.31132056,-94.41850862,249948,412,33549
"Clinton","Missouri",39.6013098,-94.40465394,20387,130,5749
"Cole","Missouri",38.50455671,-92.27860244,76745,306,24120
"Cooper","Missouri",38.844478,-92.80896081,17709,81,4792
"Crawford","Missouri",37.97663738,-91.30528104,23920,117,6579
"Dade","Missouri",37.431814,-93.8503345,7561,49,1815
"Dallas","Missouri",37.6811355,-93.02127031,16878,83,4697
"Daviess","Missouri",39.96145298,-93.98519678,8278,32,2027
"DeKalb","Missouri",39.89201062,-94.40476508,12547,51,2551
"Dent","Missouri",37.60663134,-91.50790473,15573,93,3966
"Douglas","Missouri",36.9325593,-92.49905109,13185,87,3059
"Dunklin","Missouri",36.27167174,-90.09122243,29131,138,9718
"Franklin","Missouri",38.41127108,-91.07522826,103967,415,31433
"Gasconade","Missouri",38.43947277,-91.50847147,14706,115,4094
"Gentry","Missouri",40.21097916,-94.40944419,6571,37,2690
"Greene","Missouri",37.2575872,-93.34230916,293086,1156,84976
"Grundy","Missouri",40.11406587,-93.56509276,9850,75,3140
"Harrison","Missouri",40.35570088,-93.99222144,8352,36,2465
"Henry","Missouri",38.38482826,-93.79293734,21824,96,7064
"Hickory","Missouri",37.94163617,-93.3203037,9544,59,2408
"Holt","Missouri",40.09799248,-95.2163888,4403,34,1314
"Howard","Missouri",39.1435761,-92.69756691,10001,38,2972
"Howell","Missouri",36.77383887,-91.88683935,40117,233,10995
"Iron","Missouri",37.55487945,-90.7735296,10125,50,2695
"Jackson","Missouri",39.01002188,-94.34724536,703011,1389,121175
